Source,Target,Weight,Type
Clinical Psychology,Genetics,19,Undirected
Clinical Psychology,Information Systems and Management,4,Undirected
Clinical Psychology,Urology,2,Undirected
Clinical Psychology,Archeology,1,Undirected
Clinical Psychology,"Atomic and Molecular Physics, and Optics",1,Undirected
Clinical Psychology,Civil and Structural Engineering,1,Undirected
Clinical Psychology,Marketing,5,Undirected
Clinical Psychology,Developmental Neuroscience,3,Undirected
Clinical Psychology,Family Practice,1,Undirected
Clinical Psychology,Occupational Therapy,4,Undirected
Clinical Psychology,Transplantation,1,Undirected
Clinical Psychology,Gastroenterology,2,Undirected
Clinical Psychology,Strategy and Management,1,Undirected
Clinical Psychology,Medical Laboratory Technology,1,Undirected
Clinical Psychology,Transportation,1,Undirected
Clinical Psychology,Emergency Medical Services,12,Undirected
Clinical Psychology,Anesthesiology and Pain Medicine,1,Undirected
Clinical Psychology,Business and International Management,1,Undirected
Clinical Psychology,Management of Technology and Innovation,1,Undirected
Clinical Psychology,Computer Science Applications,1,Undirected
Clinical Psychology,General Dentistry,1,Undirected
Clinical Psychology,Public Administration,1,Undirected
Clinical Psychology,Rehabilitation,1,Undirected
Clinical Psychology,Communication,1,Undirected
Clinical Psychology,Spectroscopy,1,Undirected
Genetics,Parasitology,9,Undirected
Genetics,Animal Science and Zoology,42,Undirected
Genetics,Archeology,9,Undirected
Genetics,Infectious Diseases,100,Undirected
Genetics,Nutrition and Dietetics,35,Undirected
Genetics,Pharmacy,3,Undirected
Genetics,Aging,10,Undirected
Genetics,Cardiology and Cardiovascular Medicine,50,Undirected
Genetics,Pathology and Forensic Medicine,143,Undirected
Genetics,Hematology,215,Undirected
Genetics,Biomaterials,20,Undirected
Genetics,Rehabilitation,11,Undirected
Genetics,Obstetrics and Gynecology,9,Undirected
Genetics,Social Psychology,27,Undirected
Genetics,Soil Science,3,Undirected
Genetics,Marketing,3,Undirected
Genetics,Radiation,4,Undirected
Genetics,Behavioral Neuroscience,3,Undirected
Genetics,Pollution,4,Undirected
Genetics,Molecular Medicine,14,Undirected
Genetics,Urology,6,Undirected
Genetics,Insect Science,83,Undirected
Genetics,Reproductive Medicine,35,Undirected
Genetics,Occupational Therapy,2,Undirected
Genetics,Orthopedics and Sports Medicine,14,Undirected
Genetics,Safety Research,2,Undirected
Genetics,Pharmacology,23,Undirected
Genetics,Speech and Hearing,5,Undirected
Genetics,Small Animals,20,Undirected
Genetics,Astronomy and Astrophysics,4,Undirected
Genetics,Condensed Matter Physics,4,Undirected
Genetics,Virology,21,Undirected
Genetics,Gastroenterology,30,Undirected
Genetics,Business and International Management,4,Undirected
Genetics,Endocrine and Autonomic Systems,14,Undirected
Genetics,Structural Biology,4,Undirected
Genetics,Developmental Neuroscience,8,Undirected
Genetics,Aerospace Engineering,2,Undirected
Genetics,Biochemistry,14,Undirected
Genetics,Clinical Biochemistry,15,Undirected
Genetics,Applied Microbiology and Biotechnology,1,Undirected
Genetics,Modeling and Simulation,13,Undirected
Genetics,Agronomy and Crop Science,25,Undirected
Genetics,Biological Psychiatry,7,Undirected
Genetics,Ophthalmology,9,Undirected
Genetics,History,1,Undirected
Genetics,Endocrinology,11,Undirected
Genetics,Organic Chemistry,3,Undirected
Genetics,Periodontics,7,Undirected
Genetics,Spectroscopy,9,Undirected
Genetics,Otorhinolaryngology,2,Undirected
Genetics,Oral Surgery,2,Undirected
Genetics,Control and Systems Engineering,1,Undirected
Genetics,Complementary and alternative medicine,4,Undirected
Genetics,Signal Processing,1,Undirected
Genetics,History and Philosophy of Science,1,Undirected
Genetics,Developmental Biology,2,Undirected
Genetics,Physical and Theoretical Chemistry,2,Undirected
Genetics,Complementary and Manual Therapy,3,Undirected
Genetics,Transplantation,4,Undirected
Genetics,Horticulture,1,Undirected
Genetics,Demography,1,Undirected
Genetics,"Geography, Planning and Development",3,Undirected
Genetics,Literature and Literary Theory,1,Undirected
Genetics,Developmental and Educational Psychology,3,Undirected
Genetics,"Surfaces, Coatings and Films",1,Undirected
Genetics,Equine,1,Undirected
Genetics,Applied Psychology,2,Undirected
Genetics,"Atomic and Molecular Physics, and Optics",1,Undirected
Genetics,Mechanics of Materials,1,Undirected
Genetics,Management of Technology and Innovation,3,Undirected
Genetics,Orthodontics,3,Undirected
Genetics,Critical Care and Intensive Care Medicine,1,Undirected
Genetics,Internal Medicine,1,Undirected
Genetics,Environmental Chemistry,1,Undirected
Genetics,Sensory Systems,1,Undirected
Genetics,Pharmaceutical Science,1,Undirected
Information Systems,Information Systems and Management,37,Undirected
Information Systems,Software,37,Undirected
Information Systems,Hardware and Architecture,14,Undirected
Information Systems,Management Information Systems,69,Undirected
Information Systems,Signal Processing,66,Undirected
Information Systems,Safety Research,29,Undirected
Information Systems,Computer Science Applications,44,Undirected
Information Systems,Strategy and Management,29,Undirected
Information Systems,Management of Technology and Innovation,14,Undirected
Information Systems,Ocean Engineering,2,Undirected
Information Systems,Industrial and Manufacturing Engineering,19,Undirected
Information Systems,Demography,4,Undirected
Information Systems,Civil and Structural Engineering,3,Undirected
Information Systems,Media Technology,14,Undirected
Information Systems,Business and International Management,9,Undirected
Information Systems,Control and Systems Engineering,15,Undirected
Information Systems,Aerospace Engineering,1,Undirected
Information Systems,Human-Computer Interaction,9,Undirected
Information Systems,Automotive Engineering,3,Undirected
Information Systems,Social Psychology,8,Undirected
Information Systems,Modeling and Simulation,3,Undirected
Information Systems,Accounting,9,Undirected
Information Systems,Communication,9,Undirected
Information Systems,"Safety, Risk, Reliability and Quality",3,Undirected
Information Systems,Marketing,10,Undirected
Information Systems,Pollution,2,Undirected
Information Systems,Building and Construction,4,Undirected
Information Systems,General Social Sciences,3,Undirected
Information Systems,Developmental and Educational Psychology,5,Undirected
Information Systems,"General Economics, Econometrics and Finance",2,Undirected
Information Systems,Applied Psychology,6,Undirected
Information Systems,Library and Information Sciences,1,Undirected
Information Systems,Transportation,2,Undirected
Information Systems,Infectious Diseases,2,Undirected
Information Systems,Speech and Hearing,1,Undirected
Information Systems,Urban Studies,1,Undirected
Information Systems,Insect Science,1,Undirected
Information Systems,Leadership and Management,1,Undirected
Information Systems,Environmental Engineering,1,Undirected
Information Systems,Geochemistry and Petrology,1,Undirected
Social Psychology,Developmental and Educational Psychology,42,Undirected
Social Psychology,Speech and Hearing,8,Undirected
Social Psychology,Control and Systems Engineering,9,Undirected
Social Psychology,Safety Research,42,Undirected
Social Psychology,Infectious Diseases,21,Undirected
Social Psychology,Human-Computer Interaction,14,Undirected
Social Psychology,Endocrine and Autonomic Systems,28,Undirected
Social Psychology,Applied Psychology,69,Undirected
Social Psychology,Neuropsychology and Physiological Psychology,7,Undirected
Social Psychology,Biological Psychiatry,16,Undirected
Social Psychology,Developmental Biology,10,Undirected
Social Psychology,Sensory Systems,11,Undirected
Social Psychology,Behavioral Neuroscience,28,Undirected
Social Psychology,Pharmaceutical Science,1,Undirected
Social Psychology,Pharmacy,10,Undirected
Social Psychology,Pharmacology,10,Undirected
Social Psychology,Ocean Engineering,4,Undirected
Social Psychology,Automotive Engineering,18,Undirected
Social Psychology,"Safety, Risk, Reliability and Quality",18,Undirected
Social Psychology,Insect Science,10,Undirected
Social Psychology,Communication,8,Undirected
Social Psychology,Transplantation,1,Undirected
Social Psychology,Small Animals,5,Undirected
Social Psychology,Information Systems and Management,2,Undirected
Social Psychology,Marketing,11,Undirected
Social Psychology,Literature and Literary Theory,8,Undirected
Social Psychology,Aerospace Engineering,2,Undirected
Social Psychology,Strategy and Management,4,Undirected
Social Psychology,Building and Construction,8,Undirected
Social Psychology,Demography,25,Undirected
Social Psychology,General Decision Sciences,5,Undirected
Social Psychology,Obstetrics and Gynecology,1,Undirected
Social Psychology,Cardiology and Cardiovascular Medicine,4,Undirected
Social Psychology,Research and Theory,1,Undirected
Social Psychology,Signal Processing,2,Undirected
Social Psychology,Reproductive Medicine,20,Undirected
Social Psychology,History and Philosophy of Science,2,Undirected
Social Psychology,Astronomy and Astrophysics,3,Undirected
Social Psychology,Radiological and Ultrasound Technology,13,Undirected
Social Psychology,"Physical Therapy, Sports Therapy and Rehabilitation",6,Undirected
Social Psychology,Ophthalmology,1,Undirected
Social Psychology,General Social Sciences,1,Undirected
Social Psychology,Environmental Engineering,1,Undirected
Social Psychology,Orthopedics and Sports Medicine,2,Undirected
Social Psychology,Transportation,4,Undirected
Social Psychology,Developmental Neuroscience,2,Undirected
Social Psychology,Music,2,Undirected
Social Psychology,Management Information Systems,2,Undirected
Social Psychology,Occupational Therapy,4,Undirected
Social Psychology,Management of Technology and Innovation,1,Undirected
Social Psychology,Gastroenterology,6,Undirected
Social Psychology,History,1,Undirected
Social Psychology,Rehabilitation,1,Undirected
Social Psychology,Emergency Medical Services,2,Undirected
Social Psychology,Modeling and Simulation,1,Undirected
Social Psychology,General Psychology,4,Undirected
Social Psychology,Pollution,1,Undirected
Social Psychology,Animal Science and Zoology,1,Undirected
Social Psychology,Computer Science Applications,1,Undirected
Social Psychology,Medical Laboratory Technology,1,Undirected
Social Psychology,Public Administration,1,Undirected
Social Psychology,Virology,3,Undirected
Social Psychology,Critical Care and Intensive Care Medicine,3,Undirected
Social Psychology,"Geography, Planning and Development",1,Undirected
Social Psychology,Media Technology,1,Undirected
Social Psychology,Accounting,1,Undirected
Social Psychology,Complementary and alternative medicine,1,Undirected
Social Psychology,Museology,1,Undirected
Social Psychology,Human Factors and Ergonomics,1,Undirected
Social Psychology,Complementary and Manual Therapy,1,Undirected
Social Psychology,"Tourism, Leisure and Hospitality Management",1,Undirected
Social Psychology,Applied Mathematics,1,Undirected
Social Psychology,Religious studies,1,Undirected
Social Psychology,Nutrition and Dietetics,1,Undirected
Social Psychology,Urology,1,Undirected
Social Psychology,"Atomic and Molecular Physics, and Optics",1,Undirected
Astronomy and Astrophysics,Instrumentation,294,Undirected
Astronomy and Astrophysics,Computational Mechanics,29,Undirected
Astronomy and Astrophysics,Spectroscopy,56,Undirected
Astronomy and Astrophysics,Ocean Engineering,11,Undirected
Astronomy and Astrophysics,"Atomic and Molecular Physics, and Optics",95,Undirected
Astronomy and Astrophysics,Geophysics,84,Undirected
Astronomy and Astrophysics,Aerospace Engineering,73,Undirected
Astronomy and Astrophysics,Applied Mathematics,17,Undirected
Astronomy and Astrophysics,Developmental and Educational Psychology,1,Undirected
Astronomy and Astrophysics,Environmental Chemistry,10,Undirected
Astronomy and Astrophysics,Biomaterials,2,Undirected
Astronomy and Astrophysics,Condensed Matter Physics,10,Undirected
Astronomy and Astrophysics,Radiological and Ultrasound Technology,1,Undirected
Astronomy and Astrophysics,History and Philosophy of Science,3,Undirected
Astronomy and Astrophysics,Safety Research,1,Undirected
Astronomy and Astrophysics,Media Technology,1,Undirected
Astronomy and Astrophysics,Environmental Engineering,2,Undirected
Astronomy and Astrophysics,Computational Mathematics,1,Undirected
Astronomy and Astrophysics,Civil and Structural Engineering,3,Undirected
Astronomy and Astrophysics,Signal Processing,2,Undirected
Astronomy and Astrophysics,Mechanics of Materials,6,Undirected
Astronomy and Astrophysics,Earth-Surface Processes,4,Undirected
Astronomy and Astrophysics,Geochemistry and Petrology,3,Undirected
Astronomy and Astrophysics,Organic Chemistry,1,Undirected
Astronomy and Astrophysics,Hardware and Architecture,1,Undirected
Astronomy and Astrophysics,Fluid Flow and Transfer Processes,1,Undirected
Astronomy and Astrophysics,Information Systems and Management,1,Undirected
Astronomy and Astrophysics,Theoretical Computer Science,1,Undirected
Astronomy and Astrophysics,Control and Systems Engineering,2,Undirected
Astronomy and Astrophysics,Radiation,2,Undirected
Astronomy and Astrophysics,"Surfaces, Coatings and Films",1,Undirected
Astronomy and Astrophysics,Acoustics and Ultrasonics,1,Undirected
Astronomy and Astrophysics,Transportation,1,Undirected
Astronomy and Astrophysics,Analytical Chemistry,1,Undirected
Human-Computer Interaction,"Electronic, Optical and Magnetic Materials",1,Undirected
Human-Computer Interaction,Media Technology,5,Undirected
Human-Computer Interaction,Developmental and Educational Psychology,13,Undirected
Human-Computer Interaction,Control and Systems Engineering,11,Undirected
Human-Computer Interaction,Literature and Literary Theory,5,Undirected
Human-Computer Interaction,Building and Construction,1,Undirected
Human-Computer Interaction,Information Systems and Management,6,Undirected
Human-Computer Interaction,Marketing,7,Undirected
Human-Computer Interaction,Automotive Engineering,8,Undirected
Human-Computer Interaction,Computer Graphics and Computer-Aided Design,2,Undirected
Human-Computer Interaction,Management of Technology and Innovation,5,Undirected
Human-Computer Interaction,Communication,3,Undirected
Human-Computer Interaction,Management Information Systems,1,Undirected
Human-Computer Interaction,Rehabilitation,7,Undirected
Human-Computer Interaction,Applied Psychology,7,Undirected
Human-Computer Interaction,Safety Research,4,Undirected
Human-Computer Interaction,Computer Science Applications,3,Undirected
Human-Computer Interaction,Demography,10,Undirected
Human-Computer Interaction,Sensory Systems,2,Undirected
Human-Computer Interaction,Radiological and Ultrasound Technology,1,Undirected
Human-Computer Interaction,Museology,3,Undirected
Human-Computer Interaction,Geology,1,Undirected
Human-Computer Interaction,Pharmacology,3,Undirected
Human-Computer Interaction,Signal Processing,3,Undirected
Human-Computer Interaction,Organic Chemistry,2,Undirected
Human-Computer Interaction,Neuropsychology and Physiological Psychology,1,Undirected
Human-Computer Interaction,Pathology and Forensic Medicine,1,Undirected
Human-Computer Interaction,Human Factors and Ergonomics,1,Undirected
Human-Computer Interaction,Occupational Therapy,1,Undirected
Human-Computer Interaction,Transportation,1,Undirected
Human-Computer Interaction,Pollution,1,Undirected
Human-Computer Interaction,Urban Studies,1,Undirected
Infectious Diseases,Agronomy and Crop Science,49,Undirected
Infectious Diseases,Molecular Medicine,27,Undirected
Infectious Diseases,Clinical Biochemistry,29,Undirected
Infectious Diseases,Animal Science and Zoology,120,Undirected
Infectious Diseases,Periodontics,9,Undirected
Infectious Diseases,Modeling and Simulation,70,Undirected
Infectious Diseases,Insect Science,19,Undirected
Infectious Diseases,Biological Psychiatry,6,Undirected
Infectious Diseases,Critical Care and Intensive Care Medicine,19,Undirected
Infectious Diseases,Cardiology and Cardiovascular Medicine,67,Undirected
Infectious Diseases,Gastroenterology,24,Undirected
Infectious Diseases,Endocrinology,26,Undirected
Infectious Diseases,Applied Microbiology and Biotechnology,15,Undirected
Infectious Diseases,Obstetrics and Gynecology,21,Undirected
Infectious Diseases,Hematology,15,Undirected
Infectious Diseases,Parasitology,47,Undirected
Infectious Diseases,Organic Chemistry,11,Undirected
Infectious Diseases,Nutrition and Dietetics,22,Undirected
Infectious Diseases,Pharmacology,25,Undirected
Infectious Diseases,Virology,97,Undirected
Infectious Diseases,Complementary and alternative medicine,2,Undirected
Infectious Diseases,Small Animals,24,Undirected
Infectious Diseases,Pathology and Forensic Medicine,11,Undirected
Infectious Diseases,Orthopedics and Sports Medicine,1,Undirected
Infectious Diseases,Otorhinolaryngology,1,Undirected
Infectious Diseases,Oral Surgery,1,Undirected
Infectious Diseases,Ophthalmology,6,Undirected
Infectious Diseases,Sensory Systems,1,Undirected
Infectious Diseases,Speech and Hearing,3,Undirected
Infectious Diseases,Biochemistry,1,Undirected
Infectious Diseases,Safety Research,3,Undirected
Infectious Diseases,"Atomic and Molecular Physics, and Optics",1,Undirected
Infectious Diseases,Management of Technology and Innovation,2,Undirected
Infectious Diseases,Physical and Theoretical Chemistry,2,Undirected
Infectious Diseases,Pollution,2,Undirected
Infectious Diseases,Spectroscopy,2,Undirected
Infectious Diseases,Industrial and Manufacturing Engineering,2,Undirected
Infectious Diseases,Transplantation,4,Undirected
Infectious Diseases,Emergency Medical Services,6,Undirected
Infectious Diseases,Family Practice,3,Undirected
Infectious Diseases,Applied Psychology,1,Undirected
Infectious Diseases,Toxicology,1,Undirected
Infectious Diseases,Urban Studies,2,Undirected
Infectious Diseases,Environmental Engineering,1,Undirected
Infectious Diseases,Civil and Structural Engineering,1,Undirected
Cardiology and Cardiovascular Medicine,Internal Medicine,72,Undirected
Cardiology and Cardiovascular Medicine,Gastroenterology,3,Undirected
Cardiology and Cardiovascular Medicine,Biochemistry,9,Undirected
Cardiology and Cardiovascular Medicine,Complementary and alternative medicine,52,Undirected
Cardiology and Cardiovascular Medicine,Obstetrics and Gynecology,16,Undirected
Cardiology and Cardiovascular Medicine,Emergency Medical Services,15,Undirected
Cardiology and Cardiovascular Medicine,Anesthesiology and Pain Medicine,26,Undirected
Cardiology and Cardiovascular Medicine,Pharmacology,26,Undirected
Cardiology and Cardiovascular Medicine,Signal Processing,3,Undirected
Cardiology and Cardiovascular Medicine,Hematology,18,Undirected
Cardiology and Cardiovascular Medicine,Pathology and Forensic Medicine,24,Undirected
Cardiology and Cardiovascular Medicine,"Atomic and Molecular Physics, and Optics",9,Undirected
Cardiology and Cardiovascular Medicine,Orthopedics and Sports Medicine,23,Undirected
Cardiology and Cardiovascular Medicine,Sensory Systems,4,Undirected
Cardiology and Cardiovascular Medicine,Nutrition and Dietetics,28,Undirected
Cardiology and Cardiovascular Medicine,Critical Care and Intensive Care Medicine,28,Undirected
Cardiology and Cardiovascular Medicine,Developmental Neuroscience,18,Undirected
Cardiology and Cardiovascular Medicine,Family Practice,16,Undirected
Cardiology and Cardiovascular Medicine,Rehabilitation,6,Undirected
Cardiology and Cardiovascular Medicine,Animal Science and Zoology,18,Undirected
Cardiology and Cardiovascular Medicine,Structural Biology,2,Undirected
Cardiology and Cardiovascular Medicine,Behavioral Neuroscience,7,Undirected
Cardiology and Cardiovascular Medicine,Biomaterials,3,Undirected
Cardiology and Cardiovascular Medicine,Biological Psychiatry,1,Undirected
Cardiology and Cardiovascular Medicine,Endocrine and Autonomic Systems,16,Undirected
Cardiology and Cardiovascular Medicine,Parasitology,3,Undirected
Cardiology and Cardiovascular Medicine,Urology,1,Undirected
Cardiology and Cardiovascular Medicine,Applied Psychology,6,Undirected
Cardiology and Cardiovascular Medicine,Spectroscopy,2,Undirected
Cardiology and Cardiovascular Medicine,Developmental and Educational Psychology,5,Undirected
Cardiology and Cardiovascular Medicine,Agronomy and Crop Science,5,Undirected
Cardiology and Cardiovascular Medicine,Transplantation,3,Undirected
Cardiology and Cardiovascular Medicine,Radiological and Ultrasound Technology,5,Undirected
Cardiology and Cardiovascular Medicine,Virology,1,Undirected
Cardiology and Cardiovascular Medicine,Aging,3,Undirected
Cardiology and Cardiovascular Medicine,Ophthalmology,4,Undirected
Cardiology and Cardiovascular Medicine,Computational Mechanics,2,Undirected
Cardiology and Cardiovascular Medicine,Ocean Engineering,1,Undirected
Cardiology and Cardiovascular Medicine,Clinical Biochemistry,1,Undirected
Cardiology and Cardiovascular Medicine,"Physical Therapy, Sports Therapy and Rehabilitation",2,Undirected
Cardiology and Cardiovascular Medicine,Mechanics of Materials,1,Undirected
Cardiology and Cardiovascular Medicine,Electrochemistry,1,Undirected
Cardiology and Cardiovascular Medicine,Medical Laboratory Technology,1,Undirected
Cardiology and Cardiovascular Medicine,History,1,Undirected
Cardiology and Cardiovascular Medicine,Organic Chemistry,1,Undirected
Cardiology and Cardiovascular Medicine,Reproductive Medicine,1,Undirected
Cardiology and Cardiovascular Medicine,Oral Surgery,1,Undirected
Cardiology and Cardiovascular Medicine,"Electronic, Optical and Magnetic Materials",1,Undirected
Pollution,Analytical Chemistry,27,Undirected
Pollution,Radiological and Ultrasound Technology,11,Undirected
Pollution,Environmental Chemistry,43,Undirected
Pollution,Biomaterials,102,Undirected
Pollution,Process Chemistry and Technology,4,Undirected
Pollution,Industrial and Manufacturing Engineering,197,Undirected
Pollution,Energy Engineering and Power Technology,45,Undirected
Pollution,Reproductive Medicine,2,Undirected
Pollution,Environmental Engineering,43,Undirected
Pollution,General Energy,3,Undirected
Pollution,Strategy and Management,16,Undirected
Pollution,Mechanics of Materials,4,Undirected
Pollution,Molecular Medicine,25,Undirected
Pollution,Automotive Engineering,26,Undirected
Pollution,Geochemistry and Petrology,16,Undirected
Pollution,Ocean Engineering,15,Undirected
Pollution,Civil and Structural Engineering,22,Undirected
Pollution,Soil Science,12,Undirected
Pollution,Organic Chemistry,19,Undirected
Pollution,Applied Microbiology and Biotechnology,5,Undirected
Pollution,Spectroscopy,3,Undirected
Pollution,Catalysis,7,Undirected
Pollution,"Surfaces, Coatings and Films",6,Undirected
Pollution,"Safety, Risk, Reliability and Quality",3,Undirected
Pollution,Business and International Management,1,Undirected
Pollution,Earth-Surface Processes,3,Undirected
Pollution,Insect Science,5,Undirected
Pollution,Nutrition and Dietetics,13,Undirected
Pollution,Control and Systems Engineering,4,Undirected
Pollution,Building and Construction,22,Undirected
Pollution,Clinical Biochemistry,3,Undirected
Pollution,Nuclear Energy and Engineering,2,Undirected
Pollution,"Electronic, Optical and Magnetic Materials",3,Undirected
Pollution,Aerospace Engineering,9,Undirected
Pollution,Fluid Flow and Transfer Processes,1,Undirected
Pollution,Endocrinology,3,Undirected
Pollution,Toxicology,1,Undirected
Pollution,Animal Science and Zoology,2,Undirected
Pollution,Oral Surgery,1,Undirected
Pollution,Electrochemistry,1,Undirected
Pollution,Pharmacology,4,Undirected
Pollution,Physical and Theoretical Chemistry,2,Undirected
Pollution,Transportation,2,Undirected
Pollution,Computational Mechanics,1,Undirected
Pollution,Speech and Hearing,2,Undirected
Pollution,Archeology,1,Undirected
"Atomic and Molecular Physics, and Optics","Electronic, Optical and Magnetic Materials",115,Undirected
"Atomic and Molecular Physics, and Optics",Condensed Matter Physics,237,Undirected
"Atomic and Molecular Physics, and Optics",Radiation,29,Undirected
"Atomic and Molecular Physics, and Optics",Computational Mathematics,5,Undirected
"Atomic and Molecular Physics, and Optics",Geophysics,22,Undirected
"Atomic and Molecular Physics, and Optics",Spectroscopy,91,Undirected
"Atomic and Molecular Physics, and Optics",Acoustics and Ultrasonics,16,Undirected
"Atomic and Molecular Physics, and Optics",Media Technology,9,Undirected
"Atomic and Molecular Physics, and Optics",Civil and Structural Engineering,40,Undirected
"Atomic and Molecular Physics, and Optics",Structural Biology,25,Undirected
"Atomic and Molecular Physics, and Optics",Hardware and Architecture,1,Undirected
"Atomic and Molecular Physics, and Optics",Aerospace Engineering,11,Undirected
"Atomic and Molecular Physics, and Optics",Instrumentation,18,Undirected
"Atomic and Molecular Physics, and Optics",Catalysis,12,Undirected
"Atomic and Molecular Physics, and Optics",Electrochemistry,16,Undirected
"Atomic and Molecular Physics, and Optics",Physical and Theoretical Chemistry,37,Undirected
"Atomic and Molecular Physics, and Optics",Pharmaceutical Science,1,Undirected
"Atomic and Molecular Physics, and Optics",Organic Chemistry,23,Undirected
"Atomic and Molecular Physics, and Optics",Mechanics of Materials,24,Undirected
"Atomic and Molecular Physics, and Optics",Ocean Engineering,8,Undirected
"Atomic and Molecular Physics, and Optics",Biomaterials,5,Undirected
"Atomic and Molecular Physics, and Optics",Applied Mathematics,3,Undirected
"Atomic and Molecular Physics, and Optics",Communication,1,Undirected
"Atomic and Molecular Physics, and Optics",Filtration and Separation,3,Undirected
"Atomic and Molecular Physics, and Optics",Fluid Flow and Transfer Processes,3,Undirected
"Atomic and Molecular Physics, and Optics",Computational Mechanics,8,Undirected
"Atomic and Molecular Physics, and Optics",Environmental Chemistry,4,Undirected
"Atomic and Molecular Physics, and Optics","Surfaces, Coatings and Films",13,Undirected
"Atomic and Molecular Physics, and Optics",History and Philosophy of Science,3,Undirected
"Atomic and Molecular Physics, and Optics",Numerical Analysis,4,Undirected
"Atomic and Molecular Physics, and Optics",Geochemistry and Petrology,2,Undirected
"Atomic and Molecular Physics, and Optics",Environmental Engineering,2,Undirected
"Atomic and Molecular Physics, and Optics",Ophthalmology,1,Undirected
"Atomic and Molecular Physics, and Optics",Bioengineering,5,Undirected
"Atomic and Molecular Physics, and Optics",Automotive Engineering,1,Undirected
"Atomic and Molecular Physics, and Optics",Theoretical Computer Science,1,Undirected
"Atomic and Molecular Physics, and Optics",Computer Graphics and Computer-Aided Design,1,Undirected
"Atomic and Molecular Physics, and Optics",Ceramics and Composites,1,Undirected
"Atomic and Molecular Physics, and Optics",Analytical Chemistry,1,Undirected
"Atomic and Molecular Physics, and Optics",Control and Systems Engineering,2,Undirected
"Atomic and Molecular Physics, and Optics",Developmental Biology,1,Undirected
Computational Mechanics,Computer Graphics and Computer-Aided Design,57,Undirected
Computational Mechanics,Mechanics of Materials,37,Undirected
Computational Mechanics,Numerical Analysis,13,Undirected
Computational Mechanics,Control and Systems Engineering,20,Undirected
Computational Mechanics,Applied Mathematics,30,Undirected
Computational Mechanics,Fluid Flow and Transfer Processes,45,Undirected
Computational Mechanics,Aerospace Engineering,78,Undirected
Computational Mechanics,Industrial and Manufacturing Engineering,7,Undirected
Computational Mechanics,Civil and Structural Engineering,30,Undirected
Computational Mechanics,Ocean Engineering,39,Undirected
Computational Mechanics,Acoustics and Ultrasonics,1,Undirected
Computational Mechanics,Environmental Engineering,49,Undirected
Computational Mechanics,Structural Biology,4,Undirected
Computational Mechanics,Automotive Engineering,8,Undirected
Computational Mechanics,Geology,11,Undirected
Computational Mechanics,Condensed Matter Physics,6,Undirected
Computational Mechanics,"Electronic, Optical and Magnetic Materials",2,Undirected
Computational Mechanics,Analytical Chemistry,3,Undirected
Computational Mechanics,Spectroscopy,18,Undirected
Computational Mechanics,Earth-Surface Processes,7,Undirected
Computational Mechanics,Signal Processing,3,Undirected
Computational Mechanics,Building and Construction,2,Undirected
Computational Mechanics,Instrumentation,16,Undirected
Computational Mechanics,"Surfaces, Coatings and Films",14,Undirected
Computational Mechanics,Radiation,2,Undirected
Computational Mechanics,"Safety, Risk, Reliability and Quality",2,Undirected
Computational Mechanics,Environmental Chemistry,1,Undirected
Computational Mechanics,Geophysics,7,Undirected
Computational Mechanics,Media Technology,1,Undirected
Computational Mechanics,Ceramics and Composites,2,Undirected
Computational Mechanics,Computational Mathematics,2,Undirected
Computational Mechanics,Physical and Theoretical Chemistry,2,Undirected
Computational Mechanics,Hardware and Architecture,1,Undirected
Computational Mechanics,Modeling and Simulation,2,Undirected
Computational Mechanics,Bioengineering,1,Undirected
Computer Graphics and Computer-Aided Design,Control and Systems Engineering,6,Undirected
Computer Graphics and Computer-Aided Design,Building and Construction,3,Undirected
Computer Graphics and Computer-Aided Design,Automotive Engineering,3,Undirected
Computer Graphics and Computer-Aided Design,Aerospace Engineering,4,Undirected
Computer Graphics and Computer-Aided Design,Environmental Engineering,4,Undirected
Computer Graphics and Computer-Aided Design,Museology,1,Undirected
Computer Graphics and Computer-Aided Design,Urban Studies,1,Undirected
Computer Graphics and Computer-Aided Design,Organic Chemistry,1,Undirected
Computer Graphics and Computer-Aided Design,Industrial and Manufacturing Engineering,2,Undirected
Computer Graphics and Computer-Aided Design,Media Technology,3,Undirected
Computer Graphics and Computer-Aided Design,Safety Research,1,Undirected
Computer Graphics and Computer-Aided Design,Condensed Matter Physics,1,Undirected
Computer Graphics and Computer-Aided Design,Geology,3,Undirected
Computer Graphics and Computer-Aided Design,Signal Processing,1,Undirected
Communication,Music,1,Undirected
Communication,Strategy and Management,8,Undirected
Communication,Information Systems and Management,4,Undirected
Communication,Applied Psychology,3,Undirected
Communication,Management of Technology and Innovation,1,Undirected
Communication,Management Information Systems,3,Undirected
Communication,Literature and Literary Theory,14,Undirected
Communication,Developmental and Educational Psychology,3,Undirected
Communication,Safety Research,5,Undirected
Communication,Civil and Structural Engineering,1,Undirected
Communication,Media Technology,1,Undirected
Communication,General Social Sciences,3,Undirected
Communication,Computer Science Applications,3,Undirected
Communication,Demography,2,Undirected
Communication,Linguistics and Language,1,Undirected
Parasitology,Aging,4,Undirected
Parasitology,Transplantation,1,Undirected
Parasitology,Endocrinology,1,Undirected
Parasitology,Insect Science,14,Undirected
Parasitology,Small Animals,12,Undirected
Parasitology,Nutrition and Dietetics,5,Undirected
Parasitology,Pathology and Forensic Medicine,4,Undirected
Parasitology,Emergency Medical Services,2,Undirected
